# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  620       2.056134000009e+03       2.582724213619e+01       7.963138568133e-02       2.002709796109e+01       1.415724463313e-08       6.190156841228e-06      -9.095187846900e-07 
  621       2.047867736192e+03       2.612227912134e+01       7.969644689314e-02       1.922204300525e+01       1.412318478728e-08       6.249863410420e-06      -9.187007324616e-07 
  622       2.039695119687e+03       2.641572915788e+01       7.976064882494e-02       1.838616508322e+01       1.408923234962e-08       6.309628932537e-06      -9.277154588985e-07 
  623       2.031619073230e+03       2.670749799662e+01       7.982401488993e-02       1.751982548191e+01       1.405538846257e-08       6.369442293758e-06      -9.365633627588e-07 
  624       2.023641944804e+03       2.699750162354e+01       7.988656838982e-02       1.662344588526e+01       1.402165546365e-08       6.429293340391e-06      -9.452454722775e-07 
  625       2.015766098668e+03       2.728565519884e+01       7.994833296431e-02       1.569745585705e+01       1.398803556954e-08       6.489171758882e-06      -9.537628731849e-07 
  626       2.007993915406e+03       2.757187305403e+01       8.000933259236e-02       1.474229287551e+01       1.395453087354e-08       6.549067074674e-06      -9.621167092752e-07 
  627       2.000327791964e+03       2.785606868899e+01       8.006959159361e-02       1.375840236790e+01       1.392114334298e-08       6.608968651069e-06      -9.703081829763e-07 
  628       1.992770141693e+03       2.813815476909e+01       8.012913462969e-02       1.274623774506e+01       1.388787481659e-08       6.668865688082e-06      -9.783385559220e-07 
  629       1.985323394398e+03       2.841804312224e+01       8.018798670559e-02       1.170626043603e+01       1.385472700190e-08       6.728747221293e-06      -9.862091495267e-07 
  630       1.977989996372e+03       2.869564473602e+01       8.024617317101e-02       1.063893992261e+01       1.382170147257e-08       6.788602120695e-06      -9.939213455608e-07 
  631       1.970772410444e+03       2.897086975474e+01       8.030371972170e-02       9.544753773911e+00       1.378879966571e-08       6.848419089542e-06      -1.001476586730e-06 
  632       1.963673116022e+03       2.924362747653e+01       8.036065240086e-02       8.424187681000e+00       1.375602287922e-08       6.908186663189e-06      -1.008876377253e-06 
  633       1.956694609134e+03       2.951382635041e+01       8.041699760043e-02       7.277735491426e+00       1.372337226903e-08       6.967893207929e-06      -1.016122283449e-06 
  634       1.949839402470e+03       2.978137397345e+01       8.047278206249e-02       6.105899243821e+00       1.369084884642e-08       7.027526919833e-06      -1.023215934315e-06 
  635       1.943110025428e+03       3.004617708775e+01       8.052803288058e-02       4.909189202480e+00       1.365845347519e-08       7.087075823578e-06      -1.030159022116e-06 
  636       1.936509024153e+03       3.030814157762e+01       8.058277750107e-02       3.688123891934e+00       1.362618686895e-08       7.146527771274e-06      -1.036953302973e-06 
  637       1.930038961584e+03       3.056717246661e+01       8.063704372454e-02       2.443230131539e+00       1.359404958829e-08       7.205870441295e-06      -1.043600597454e-06 
  638       1.923702417493e+03       3.082317391463e+01       8.069085970707e-02       1.175043070048e+00       1.356204203793e-08       7.265091337095e-06      -1.050102791162e-06 
  639       1.917501988528e+03       3.107604921501e+01       8.074425396165e-02      -1.158937798044e-01       1.353016446393e-08       7.324177786031e-06      -1.056461835334e-06 
  640       1.911440288260e+03       3.132570079162e+01       8.079725535950e-02      -1.429028506723e+00       1.349841695081e-08       7.383116938173e-06      -1.062679747434e-06 
  641       1.905519947219e+03       3.157203019591e+01       8.084989313144e-02      -2.763800766272e+00       1.346679941862e-08       7.441895765121e-06      -1.068758611753e-06 
  642       1.899743612943e+03       3.181493810407e+01       8.090219686924e-02      -4.119641746297e+00       1.343531162007e-08       7.500501058808e-06      -1.074700580008e-06 
  643       1.894113950019e+03       3.205432431404e+01       8.095419652698e-02      -5.495974132340e+00       1.340395313763e-08       7.558919430308e-06      -1.080507871944e-06 
  644       1.888633640121e+03       3.229008774263e+01       8.100592242236e-02      -6.892212073064e+00       1.337272338048e-08       7.617137308639e-06      -1.086182775940e-06 
  645       1.883305382062e+03       3.252212642264e+01       8.105740523812e-02      -8.307761145672e+00       1.334162158163e-08       7.675140939556e-06      -1.091727649612e-06 
  646       1.878131891829e+03       3.275033749988e+01       8.110867602334e-02      -9.742018321326e+00       1.331064679487e-08       7.732916384352e-06      -1.097144920424e-06 
  647       1.873115902627e+03       3.297461723032e+01       8.115976619484e-02      -1.119437193057e+01       1.327979789179e-08       7.790449518643e-06      -1.102437086297e-06 
  648       1.868260164925e+03       3.319486097713e+01       8.121070753848e-02      -1.266420162874e+01       1.324907355868e-08       7.847726031161e-06      -1.107606716219e-06 
  649       1.863567446497e+03       3.341096320780e+01       8.126153221055e-02      -1.415087836139e+01       1.321847229352e-08       7.904731422537e-06      -1.112656450865e-06 
  650       1.859040532464e+03       3.362281749121e+01       8.131227273910e-02      -1.565376432974e+01       1.318799240288e-08       7.961451004081e-06      -1.117589003206e-06 
  651       1.854682225338e+03       3.383031649473e+01       8.136296202533e-02      -1.717221295603e+01       1.315763199879e-08       8.017869896561e-06      -1.122407159131e-06 
  652       1.850495345063e+03       3.403335198130e+01       8.141363334490e-02      -1.870556884900e+01       1.312738899562e-08       8.073973028980e-06      -1.127113778068e-06 
  653       1.846482729061e+03       3.423181480650e+01       8.146432034931e-02      -2.025316776930e+01       1.309726110695e-08       8.129745137340e-06      -1.131711793602e-06 
  654       1.842647232270e+03       3.442559491568e+01       8.151505706724e-02      -2.181433659487e+01       1.306724584234e-08       8.185170763419e-06      -1.136204214104e-06 
  655       1.838991727193e+03       3.461458134099e+01       8.156587790591e-02      -2.338839328642e+01       1.303734050420e-08       8.240234253527e-06      -1.140594123352e-06 
  656       1.835519103934e+03       3.479866219854e+01       8.161681765243e-02      -2.497464685279e+01       1.300754218449e-08       8.294919757274e-06      -1.144884681165e-06 
  657       1.832232270246e+03       3.497772468542e+01       8.166791147516e-02      -2.657239731643e+01       1.297784776155e-08       8.349211226323e-06      -1.149079124027e-06 
  658       1.829134151572e+03       3.515165507681e+01       8.171919492506e-02      -2.818093567876e+01       1.294825389676e-08       8.403092413145e-06      -1.153180765723e-06 
  659       1.826227691086e+03       3.532033872308e+01       8.177070393703e-02      -2.979954388563e+01       1.291875703133e-08       8.456546869771e-06      -1.157192997971e-06 
  660       1.823515849740e+03       3.548366004688e+01       8.182247483126e-02      -3.142749479275e+01       1.288935338289e-08       8.509557946541e-06      -1.161119291061e-06 
  661       1.821001029751e+03       3.564151895736e+01       8.187454096322e-02      -3.306407800799e+01       1.286003994044e-08       8.562111414362e-06      -1.164962195519e-06 
  662       1.818683331049e+03       3.579388049614e+01       8.192692258952e-02      -3.470867811403e+01       1.283081750391e-08       8.614203429332e-06      -1.168720309541e-06 
  663       1.816562256464e+03       3.594072628042e+01       8.197963678124e-02      -3.636069810229e+01       1.280168777166e-08       8.665832828722e-06      -1.172391212650e-06 
  664       1.814637284687e+03       3.608203818644e+01       8.203270075550e-02      -3.801953362475e+01       1.277265235253e-08       8.716998532083e-06      -1.175972455456e-06 
  665       1.812907870150e+03       3.621779835115e+01       8.208613187591e-02      -3.968457296649e+01       1.274371276407e-08       8.767699542144e-06      -1.179461559470e-06 
  666       1.811373442912e+03       3.634798917376e+01       8.213994765302e-02      -4.135519701817e+01       1.271487043078e-08       8.817934945721e-06      -1.182856016927e-06 
  667       1.810033408544e+03       3.647259331734e+01       8.219416574474e-02      -4.303077924858e+01       1.268612668229e-08       8.867703914624e-06      -1.186153290603e-06 
  668       1.808887148014e+03       3.659159371040e+01       8.224880395675e-02      -4.471068567713e+01       1.265748275155e-08       8.917005706568e-06      -1.189350813629e-06 
  669       1.807934017571e+03       3.670497354851e+01       8.230388024300e-02      -4.639427484637e+01       1.262893977303e-08       8.965839666090e-06      -1.192445989316e-06 
  670       1.807173348627e+03       3.681271629585e+01       8.235941270606e-02      -4.808089779453e+01       1.260049878087e-08       9.014205225462e-06      -1.195436190964e-06 
  671       1.806604447648e+03       3.691480568680e+01       8.241541959762e-02      -4.976989802802e+01       1.257216070703e-08       9.062101905617e-06      -1.198318761683e-06 
  672       1.806226596034e+03       3.701122572758e+01       8.247191931890e-02      -5.146061149393e+01       1.254392637941e-08       9.109529317073e-06      -1.201091014208e-06 
  673       1.806039050003e+03       3.710196069779e+01       8.252893042108e-02      -5.315236655258e+01       1.251579652002e-08       9.156487160857e-06      -1.203750230711e-06 
  674       1.806041040478e+03       3.718699515200e+01       8.258647160574e-02      -5.484448395001e+01       1.248777174303e-08       9.202975229435e-06      -1.206293662621e-06 
  675       1.806231772973e+03       3.726631392139e+01       8.264456172529e-02      -5.653627679049e+01       1.245985255291e-08       9.248993407652e-06      -1.208718530433e-06 
  676       1.806610427474e+03       3.733990211526e+01       8.270321978341e-02      -5.822705050909e+01       1.243203934250e-08       9.294541673661e-06      -1.211022023528e-06 
  677       1.807176158326e+03       3.740774512270e+01       8.276246493548e-02      -5.991610284412e+01       1.240433239105e-08       9.339620099868e-06      -1.213201299980e-06 
  678       1.807928094115e+03       3.746982861413e+01       8.282231648901e-02      -6.160272380971e+01       1.237673186232e-08       9.384228853874e-06      -1.215253486372e-06 
  679       1.808865337557e+03       3.752613854289e+01       8.288279390408e-02      -6.328619566828e+01       1.234923780257e-08       9.428368199419e-06      -1.217175677609e-06 
  680       1.809986965380e+03       3.757666114686e+01       8.294391679379e-02      -6.496579290310e+01       1.232185013863e-08       9.472038497334e-06      -1.218964936728e-06 
  681       1.811292028208e+03       3.762138295003e+01       8.300570492464e-02      -6.664078219075e+01       1.229456867588e-08       9.515240206494e-06      -1.220618294710e-06 
  682       1.812779550447e+03       3.766029076407e+01       8.306817821705e-02      -6.831042237370e+01       1.226739309625e-08       9.557973884770e-06      -1.222132750292e-06 
  683       1.814448530171e+03       3.769337168996e+01       8.313135674570e-02      -6.997396443279e+01       1.224032295623e-08       9.600240189991e-06      -1.223505269776e-06 
  684       1.816297939002e+03       3.772061311956e+01       8.319526074003e-02      -7.163065145973e+01       1.221335768479e-08       9.642039880906e-06      -1.224732786839e-06 
